Iteration,E,nu,RMSE
1524,4625.75,0.1585,3.49E-08
1525,4625.75,0.16825,3.54E-08
1526,4625.75,0.178,3.58E-08
1527,4625.75,0.18775,3.63E-08
1528,4625.75,0.1975,3.69E-08
1529,4625.75,0.20725,3.74E-08
1530,4625.75,0.217,3.79E-08
1531,4625.75,0.22675,3.84E-08
1532,4625.75,0.2365,3.90E-08
1533,4625.75,0.24625,3.96E-08
1534,4625.75,0.256,4.01E-08
1535,4625.75,0.26575,4.07E-08
1536,4625.75,0.2755,4.13E-08
1537,4625.75,0.28525,4.19E-08
1538,4625.75,0.295,4.25E-08
1539,4625.75,0.30475,4.31E-08
1540,4625.75,0.3145,4.37E-08
1541,4625.75,0.32425,4.43E-08
1542,4625.75,0.334,4.50E-08
1543,4625.75,0.34375,4.56E-08
1544,4625.75,0.3535,4.62E-08
1545,4625.75,0.36325,4.69E-08
1546,4625.75,0.373,4.75E-08
1547,4625.75,0.38275,4.81E-08
1548,4625.75,0.3925,4.88E-08
1549,4625.75,0.40225,4.94E-08
1550,4625.75,0.412,5.01E-08
1551,4625.75,0.42175,5.07E-08
1552,4625.75,0.4315,5.14E-08
1553,4625.75,0.44125,5.20E-08
1554,4625.75,0.451,5.26E-08
1555,4625.75,0.46075,5.32E-08
1556,4625.75,0.4705,5.38E-08
1557,4625.75,0.48025,5.44E-08
1558,4625.75,0.49,5.49E-08
1559,4750.5,0.1,3.46E-08
1560,4750.5,0.10975,3.50E-08
1561,4750.5,0.1195,3.55E-08
1562,4750.5,0.12925,3.59E-08
1563,4750.5,0.139,3.64E-08
1564,4750.5,0.14875,3.69E-08
1565,4750.5,0.1585,3.73E-08
1566,4750.5,0.16825,3.78E-08
1567,4750.5,0.178,3.83E-08
1568,4750.5,0.18775,3.88E-08
1569,4750.5,0.1975,3.94E-08
1570,4750.5,0.20725,3.99E-08
1571,4750.5,0.217,4.04E-08
1572,4750.5,0.22675,4.10E-08
1573,4750.5,0.2365,4.16E-08
1574,4750.5,0.24625,4.21E-08
1575,4750.5,0.256,4.27E-08
1576,4750.5,0.26575,4.33E-08
1577,4750.5,0.2755,4.39E-08
1578,4750.5,0.28525,4.45E-08
1579,4750.5,0.295,4.52E-08
1580,4750.5,0.30475,4.58E-08
1581,4750.5,0.3145,4.64E-08
1582,4750.5,0.32425,4.70E-08
1583,4750.5,0.334,4.77E-08
1584,4750.5,0.34375,4.83E-08
1585,4750.5,0.3535,4.90E-08
1586,4750.5,0.36325,4.96E-08
1587,4750.5,0.373,5.03E-08
1588,4750.5,0.38275,5.09E-08
1589,4750.5,0.3925,5.16E-08
1590,4750.5,0.40225,5.23E-08
1591,4750.5,0.412,5.29E-08
1592,4750.5,0.42175,5.36E-08
1593,4750.5,0.4315,5.42E-08
1594,4750.5,0.44125,5.49E-08
1595,4750.5,0.451,5.56E-08
1596,4750.5,0.46075,5.62E-08
1597,4750.5,0.4705,5.68E-08
1598,4750.5,0.48025,5.73E-08
1599,4750.5,0.49,5.79E-08
1600,4875.25,0.1,3.70E-08
1601,4875.25,0.10975,3.74E-08
1602,4875.25,0.1195,3.79E-08
1603,4875.25,0.12925,3.83E-08
1604,4875.25,0.139,3.88E-08
1605,4875.25,0.14875,3.93E-08
1606,4875.25,0.1585,3.98E-08
1607,4875.25,0.16825,4.03E-08
1608,4875.25,0.178,4.08E-08
1609,4875.25,0.18775,4.13E-08
1610,4875.25,0.1975,4.19E-08
1611,4875.25,0.20725,4.24E-08
1612,4875.25,0.217,4.30E-08
1613,4875.25,0.22675,4.35E-08
1614,4875.25,0.2365,4.41E-08
1615,4875.25,0.24625,4.47E-08
1616,4875.25,0.256,4.53E-08
1617,4875.25,0.26575,4.59E-08
1618,4875.25,0.2755,4.65E-08
1619,4875.25,0.28525,4.72E-08
1620,4875.25,0.295,4.78E-08
1621,4875.25,0.30475,4.85E-08
1622,4875.25,0.3145,4.91E-08
1623,4875.25,0.32425,4.98E-08
1624,4875.25,0.334,5.04E-08
1625,4875.25,0.34375,5.11E-08
1626,4875.25,0.3535,5.17E-08
1627,4875.25,0.36325,5.24E-08
1628,4875.25,0.373,5.31E-08
1629,4875.25,0.38275,5.38E-08
1630,4875.25,0.3925,5.44E-08
1631,4875.25,0.40225,5.51E-08
1632,4875.25,0.412,5.58E-08
1633,4875.25,0.42175,5.65E-08
1634,4875.25,0.4315,5.71E-08
1635,4875.25,0.44125,5.78E-08
1636,4875.25,0.451,5.85E-08
1637,4875.25,0.46075,5.91E-08
1638,4875.25,0.4705,5.97E-08
1639,4875.25,0.48025,6.03E-08
1640,4875.25,0.49,6.09E-08
1641,5000,0.1,3.94E-08
1642,5000,0.10975,3.98E-08
1643,5000,0.1195,4.03E-08
1644,5000,0.12925,4.08E-08
1645,5000,0.139,4.12E-08
1646,5000,0.14875,4.17E-08
1647,5000,0.1585,4.22E-08
1648,5000,0.16825,4.28E-08
1649,5000,0.178,4.33E-08
1650,5000,0.18775,4.38E-08
1651,5000,0.1975,4.44E-08
1652,5000,0.20725,4.49E-08
1653,5000,0.217,4.55E-08
1654,5000,0.22675,4.61E-08
1655,5000,0.2365,4.67E-08
1656,5000,0.24625,4.73E-08
1657,5000,0.256,4.79E-08
1658,5000,0.26575,4.85E-08
1659,5000,0.2755,4.92E-08
1660,5000,0.28525,4.98E-08
1661,5000,0.295,5.05E-08
1662,5000,0.30475,5.11E-08
1663,5000,0.3145,5.18E-08
1664,5000,0.32425,5.25E-08
1665,5000,0.334,5.31E-08
1666,5000,0.34375,5.38E-08
1667,5000,0.3535,5.45E-08
1668,5000,0.36325,5.52E-08
1669,5000,0.373,5.59E-08
1670,5000,0.38275,5.66E-08
1671,5000,0.3925,5.73E-08
1672,5000,0.40225,5.80E-08
1673,5000,0.412,5.87E-08
1674,5000,0.42175,5.93E-08
1675,5000,0.4315,6.00E-08
1676,5000,0.44125,6.07E-08
1677,5000,0.451,6.14E-08
1678,5000,0.46075,6.21E-08
1679,5000,0.4705,6.27E-08
1680,5000,0.48025,6.33E-08
1681,5000,0.49,6.39E-08
